report_date;branch;subs_id;cnt_days;m;m_chrg;mb;mb_chrg;all_chrg;rev;tp_group
2020-02-01;Регион1;100055751141;3;0.12;0.00;0.00;0.00;0.00;457.92;Т3
2020-02-01;Регион1;100057366954;1;0.33;0.00;;0.00;0.00;251.63;T1
2020-02-01;Регион1;100067369209;8;0.00;0.00;1231.10;2076.22;2076.22;926.42;Т5
2020-02-01;Регион1;100034689228;4;0.00;0.00;260.80;348.19;350.87;2551.00;other
2020-02-01;Регион1;100034778906;2;0.00;0.00;6.60;9.57;9.57;642.94;Т3
2020-02-01;Регион1;100066912793;3;0.00;0.00;688.80;1174.02;1174.02;916.67;Т5
2020-02-01;Регион1;100056622837;1;0.02;0.00;;0.00;0.00;303.75;Т3
2020-02-01;Регион1;100055748751;7;0.00;0.00;892.20;1348.58;1348.58;1224.08;Т5
2020-02-01;Регион1;100054839369;1;0.00;0.00;0.40;0.70;22.72;477.92;Т4
2020-02-01;Регион1;100067049966;1;0.00;0.00;0.30;0.37;0.37;338.54;Т3
2020-02-01;Регион1;100063825343;2;0.00;0.00;282.70;481.05;481.05;1103.61;Т3
2020-02-01;Регион1;100053825748;4;0.00;0.00;0.00;0.00;0.00;141.67;other
2020-02-01;Регион1;100067234001;10;0.00;0.00;720.20;1013.34;1017.01;1095.67;Т5
2020-02-01;Регион1;100044670016;1;0.00;0.00;0.40;0.62;0.62;199.13;Т4
2020-02-01;Регион1;100034596136;5;0.00;0.00;0.00;0.00;3.67;540.83;T1
2020-02-01;Регион1;100068497283;1;0.00;0.00;0.30;0.46;0.46;1739.71;Т2
2020-02-01;Регион1;100065421503;1;0.00;0.00;6.30;7.95;7.95;1200.10;Т3
2020-02-01;Регион1;100037893186;1;0.10;1.22;;0.00;1.22;478.17;T1
2020-02-01;Регион1;100068496809;2;0.00;0.00;319.10;543.89;543.89;501.27;Т2
2020-02-01;Регион1;100045904321;3;0.67;54.34;453.40;731.71;786.06;449.79;Т5
2020-02-01;Регион1;100068473523;6;0.00;0.00;4.00;4.99;4.99;1160.47;Т2
2020-02-01;Регион1;100065750669;1;0.00;0.00;31.50;52.72;52.72;3204.05;Т5
2020-02-01;Регион1;100068476707;1;0.00;0.00;206.90;352.72;352.72;916.67;Т5
2020-02-01;Регион1;100034638874;3;0.00;0.00;106.70;136.38;136.38;915.50;Т3
2020-02-01;Регион1;100062250838;1;0.03;0.41;;0.00;0.41;412.46;Т3
2020-02-01;Регион1;100068475898;2;0.00;0.00;1.10;1.92;1.92;295.12;Т3
2020-02-01;Регион1;100056485099;2;1.05;0.00;;0.00;0.00;29.17;T1
2020-02-01;Регион1;100068474009;2;0.02;0.00;132.30;225.41;225.41;544.93;Т2
2020-02-01;Регион1;100056757441;3;3.13;3.46;140.10;215.55;219.01;1095.83;Т5
2020-02-01;Регион1;100060684515;11;15.60;0.00;1776.80;2496.18;2496.18;922.46;Т5
2020-02-01;Регион1;100055390687;1;0.00;0.00;5.10;8.64;8.64;334.58;Т3
2020-02-01;Регион1;100067642592;3;0.00;0.00;0.00;0.00;0.00;291.67;Т3
2020-02-01;Регион1;100034466066;3;0.00;0.00;0.30;0.41;5.77;211.17;Т2
2020-02-01;Регион1;100046763070;1;0.00;0.00;9.20;15.66;15.66;916.67;Т5
2020-02-01;Регион1;100068476524;15;0.00;0.00;1235.60;1755.18;1755.18;929.48;Т5
2020-02-01;Регион1;100034610454;3;0.00;0.00;234.30;399.18;399.18;1582.66;Т2
2020-02-01;Регион1;100065371512;1;0.00;0.00;1.10;1.90;1.90;12.73;Т2
2020-02-01;Регион1;100060111970;4;0.00;0.00;68.40;104.87;104.87;916.67;Т5
2020-02-01;Регион1;100068475922;2;0.00;0.00;8.90;15.18;15.18;294.56;Т3
2020-02-01;Регион1;100065777460;1;0.08;27.17;0.30;0.37;35.58;353.87;other
2020-02-01;Регион1;100034752074;1;0.25;0.00;;0.00;0.00;150.00;Т3
2020-02-01;Регион1;100061102593;5;40.70;27.17;;0.00;27.17;427.08;Т3
2020-02-01;Регион1;100034759858;1;0.00;0.00;6.90;8.47;16.51;1537.78;Т4
2020-02-01;Регион1;100068929524;1;0.00;0.00;32.60;55.61;55.61;296.25;Т3
2020-02-01;Регион1;100065419662;1;0.00;0.00;0.00;0.05;0.05;0.00;Т3
2020-02-01;Регион1;100055212157;1;0.00;0.00;;0.00;16.08;84.37;Т3
2020-02-01;Регион1;100034504959;1;0.00;0.00;0.00;0.00;0.00;240.62;Т2
2020-02-01;Регион1;100037923105;4;0.17;0.00;;0.00;14.39;241.46;T1
2020-02-01;Регион1;100054469838;2;0.00;0.00;113.30;193.10;193.10;1310.83;other
2020-02-01;Регион1;100068476299;15;0.00;0.00;2156.20;3277.10;3277.10;916.67;Т5
2020-02-01;Регион1;100056757229;1;0.00;0.00;0.20;0.28;0.28;307.21;Т3
2020-02-01;Регион1;100067251337;2;0.00;0.00;157.70;268.81;268.81;151.28;Т3
2020-02-01;Регион1;100055211998;1;0.00;0.00;0.00;0.02;0.02;594.17;Т3
2020-02-01;Регион1;100034473434;27;0.00;0.00;7643.10;9567.11;9567.11;1645.83;other
2020-02-01;Регион1;100059808320;1;0.00;0.00;0.00;0.00;0.00;416.67;Т4
2020-02-01;Регион1;100068493204;5;3.22;0.41;821.80;1334.42;1344.84;1184.17;Т5
2020-02-01;Регион1;100034747773;2;0.00;0.00;77.20;114.76;114.76;330.77;Т3
2020-02-01;Регион1;100065761773;1;0.00;0.00;0.00;0.00;0.00;416.67;Т3
2020-02-01;Регион1;100064329289;1;9.35;135.86;;0.00;135.86;351.67;Т3
2020-02-01;Регион1;100049097981;1;2.13;40.76;;0.00;40.76;396.12;Т3
2020-02-01;Регион1;100049041228;3;0.00;0.00;0.00;0.00;0.00;414.17;Т2
2020-02-01;Регион1;100054332484;1;0.00;0.00;0.00;0.04;0.04;250.00;T1
2020-02-01;Регион1;100037896640;1;0.00;0.00;;0.00;3.67;493.50;Т2
2020-02-01;Регион1;100068476443;2;0.00;0.00;137.30;206.24;206.24;157.63;Т5
2020-02-01;Регион1;100037755997;2;0.00;0.00;0.50;0.93;8.27;416.67;other
2020-02-01;Регион1;100065104737;7;0.00;0.00;1831.40;2990.34;2990.34;984.75;Т5
2020-02-01;Регион1;100066667085;12;0.00;0.00;4348.70;6093.78;6093.78;958.33;Т5
2020-02-01;Регион1;100055785349;3;0.00;0.00;0.00;0.06;0.06;225.00;Т2
2020-02-01;Регион1;100044039297;1;0.00;0.00;4.00;5.00;10.36;196.05;Т2
2020-02-01;Регион1;100064618727;1;0.00;0.00;81.10;138.26;138.26;297.24;Т3
2020-02-01;Регион1;100065396558;2;0.00;0.00;0.00;0.00;0.00;0.00;Т3
2020-02-01;Регион1;100068238927;10;0.00;0.00;2051.80;2859.85;2859.85;1125.00;Т5
2020-02-01;Регион1;100066992180;1;0.00;0.00;;0.00;3.67;291.67;Т3
2020-02-01;Регион1;100066660598;4;0.63;7.74;743.30;1175.35;1183.09;1498.33;Т5
2020-02-01;Регион1;100068476646;15;0.00;0.00;3239.90;5510.61;5520.63;916.67;Т5
2020-02-01;Регион1;100066161351;1;0.00;0.00;0.40;0.60;0.60;171.00;other
2020-02-01;Регион1;100052118927;2;0.00;0.00;;0.00;8.04;211.29;T1
2020-02-01;Регион1;100060127311;1;0.00;0.00;35.50;60.37;60.37;1091.67;Т5
2020-02-01;Регион1;100049600885;1;1.98;24.22;1.00;1.54;25.77;416.89;Т3
2020-02-01;Регион1;100068475056;1;0.00;0.00;16.70;20.89;20.89;292.97;Т3
2020-02-01;Регион1;100034747610;7;0.00;0.00;912.20;1518.27;1518.27;476.62;Т3
2020-02-01;Регион1;100066884130;1;2.93;35.83;0.40;0.68;51.19;452.48;Т2
2020-02-01;Регион1;100046647988;2;3.20;39.09;;0.00;49.11;274.92;T1
2020-02-01;Регион1;100055750616;1;0.00;0.00;6.80;11.60;11.60;136.31;T1
2020-02-01;Регион1;100056329490;1;0.00;0.00;82.30;140.22;140.22;1014.58;Т5
2020-02-01;Регион1;100047852481;4;0.00;0.00;230.60;330.78;330.78;802.31;Т3
2020-02-01;Регион1;100037891040;3;7.78;27.17;68.40;85.58;118.11;4282.49;other
2020-02-01;Регион1;100039903533;1;0.00;0.00;0.60;0.94;0.94;1365.88;other
2020-02-01;Регион1;100037922734;1;0.00;0.00;0.00;0.00;0.00;293.00;other
2020-02-01;Регион1;100069183013;7;0.00;0.00;1702.20;2900.98;2900.98;916.67;Т5
2020-02-01;Регион1;100064528037;4;0.00;0.00;0.20;0.43;0.43;331.58;Т2
2020-02-01;Регион1;100051608534;1;1.98;24.22;;0.00;27.89;377.92;other
2020-02-01;Регион1;100049497412;1;0.00;0.00;0.20;0.32;0.32;0.00;Т2
2020-02-01;Регион1;100065747870;1;0.00;0.00;217.00;369.87;369.87;892.86;Т3
2020-02-01;Регион1;100064406938;1;0.00;0.00;0.20;0.28;0.28;224.43;Т2
2020-02-01;Регион1;100040375751;1;0.00;0.00;0.00;0.00;0.00;208.33;Т2
2020-02-01;Регион1;100048477266;5;2.73;0.00;;0.00;0.00;145.83;Т4
2020-02-01;Регион1;100034489866;1;0.00;0.00;60.40;102.74;102.74;87.50;Т5
2020-02-01;Регион1;100051238497;3;0.00;0.00;2.00;3.54;62.25;899.74;Т4
2020-02-01;Регион1;100065417705;2;0.00;0.00;2.70;3.53;3.53;337.75;other
2020-02-01;Регион1;100067396567;1;0.00;0.00;0.00;0.00;0.00;478.33;T1
2020-02-01;Регион1;100067449221;3;0.33;0.00;33.40;57.05;108.42;1176.62;Т5
2020-02-01;Регион1;100066667155;7;0.00;0.00;1529.90;2376.96;2376.96;916.67;Т5
2020-02-01;Регион1;100034578692;2;0.00;0.00;0.10;0.29;0.29;294.17;Т3
2020-02-01;Регион1;100034691254;1;1.58;0.00;218.30;273.10;273.10;776.34;other
2020-02-01;Регион2;100063873568;29;0.00;0.00;14075.30;23989.00;23989.00;1088.33;Т5
2020-02-01;Регион2;100054421004;1;1.57;19.14;;0.00;19.14;1267.12;T1
2020-02-01;Регион2;100067343601;29;0.00;0.00;9757.80;16631.15;16631.15;975.00;Т5
2020-02-01;Регион2;100046293481;2;0.00;0.00;0.00;0.00;0.00;225.00;T1
2020-02-01;Регион2;100068742154;20;0.08;0.00;6228.80;10616.34;10616.34;0.00;Т5
2020-02-01;Регион2;100068290765;2;0.00;0.00;14.20;24.21;24.21;7.86;Т3
2020-02-01;Регион2;100063844640;1;0.50;13.59;;0.00;13.59;729.17;Т4
2020-02-01;Регион2;100063873392;9;0.00;0.00;245.10;406.07;406.07;655.00;Т5
2020-02-01;Регион2;100065023337;29;0.00;0.00;8426.60;14336.81;14340.48;1233.00;Т5
2020-02-01;Регион2;100063886588;29;0.00;0.00;10784.50;18314.92;18314.92;923.91;Т5
2020-02-01;Регион2;100068604547;2;0.00;0.00;0.00;0.00;0.00;544.92;Т3
2020-02-01;Регион2;100068365620;1;0.00;0.00;0.00;0.00;0.00;500.00;Т4
2020-02-01;Регион2;100044976949;3;0.00;0.00;2.70;3.61;3.61;456.87;other
2020-02-01;Регион2;100063873354;16;0.00;0.00;2577.10;4370.99;4370.99;916.67;Т5
2020-02-01;Регион2;100059214797;1;0.73;13.59;;0.00;13.59;255.00;T1
2020-02-01;Регион2;100068365501;1;0.00;0.00;7.30;12.49;52.85;471.37;Т3
2020-02-01;Регион2;100067639658;9;0.00;0.00;3774.60;6433.17;6433.17;366.67;Т5
2020-02-01;Регион2;100065396351;11;0.00;0.00;168.00;283.65;283.65;450.00;Т5
2020-02-01;Регион2;100063873564;1;0.00;0.00;0.10;0.09;0.09;504.17;Т4
2020-02-01;Регион2;100063873657;1;0.00;0.00;2.00;3.48;10.81;506.14;Т3
2020-02-01;Регион2;100037616221;1;0.00;0.00;0.10;0.24;0.24;343.08;Т2
2020-02-01;Регион2;100063873612;1;0.00;0.00;0.10;0.12;0.12;500.00;Т4
2020-02-01;Регион2;100065614645;2;0.00;0.00;0.00;0.00;0.00;362.50;Т3
2020-02-01;Регион2;100063886785;6;0.00;0.00;923.60;1240.53;1240.53;916.67;Т5
2020-02-01;Регион2;100067976223;3;0.00;0.00;22.70;37.68;37.68;916.67;Т5
2020-02-01;Регион2;100067639819;29;0.00;0.00;13407.40;22850.69;22850.69;19.69;Т5
2020-02-01;Регион2;100049547876;1;0.00;0.00;0.20;0.37;4.04;327.06;T1
2020-02-01;Регион2;100063886766;25;0.00;0.00;7544.50;11177.75;11177.75;259.17;Т5
2020-02-01;Регион2;100064093996;2;0.00;0.00;0.00;0.00;0.00;283.12;Т2
2020-02-01;Регион2;100067337119;21;0.12;0.00;2327.20;3868.35;3868.35;945.83;Т5
2020-02-01;Регион2;100065614714;1;0.00;0.00;0.00;0.00;0.00;0.00;Т3
2020-02-01;Регион2;100065541552;1;0.00;0.00;316.30;539.03;542.70;926.67;Т5
2020-02-01;Регион2;100063873429;9;0.00;0.00;2592.90;4417.81;4417.81;916.67;Т5
2020-02-01;Регион2;100067639646;20;0.00;0.00;2207.80;3762.85;3775.55;930.83;Т5
2020-02-01;Регион2;100062882128;5;0.00;0.00;206.30;270.81;270.81;502.92;Т5
2020-02-01;Регион2;100049047473;1;0.00;0.00;0.20;0.28;0.28;920.16;Т3
2020-02-01;Регион2;100066050166;1;0.00;0.00;1.70;2.95;2.95;49.63;T1
2020-02-01;Регион2;100067470678;2;0.00;0.00;1190.40;1718.91;1718.91;916.67;Т5
2020-02-01;Регион2;100063886108;29;1.20;7.33;16953.40;28893.89;28901.22;945.83;Т5
2020-02-01;Регион2;100066176962;1;1.20;7.33;;0.00;7.33;270.83;Т2
2020-02-01;Регион2;100068137466;25;0.00;0.00;8847.90;15080.06;15080.06;916.67;Т5
2020-02-01;Регион2;100064459189;2;0.00;0.00;0.00;0.00;3.67;376.46;Т3
2020-02-01;Регион2;100068742744;22;0.43;0.00;5381.60;9172.29;9172.29;916.67;Т5
2020-02-01;Регион2;100065395623;1;0.00;0.00;1.80;3.09;3.09;334.22;Т3
2020-02-01;Регион2;100064126814;1;0.00;0.00;8.50;14.48;14.48;345.42;Т3
2020-02-01;Регион2;100065023281;5;0.00;0.00;922.50;1572.25;1572.25;1375.41;Т4
2020-02-01;Регион2;100057490506;1;0.93;13.59;;0.00;13.59;524.29;Т2
2020-02-01;Регион2;100065926059;2;1.88;0.00;231.60;394.68;394.68;675.55;Т3
2020-02-01;Регион2;100067976222;17;0.00;0.00;3355.20;5078.54;5081.22;249.17;Т5
2020-02-01;Регион2;100063873349;21;0.00;0.00;11422.60;19468.00;19468.00;916.67;Т5
2020-02-01;Регион2;100058048401;3;0.00;0.00;1.60;2.36;2.36;615.00;Т2
2020-02-01;Регион2;100068604541;1;0.00;0.00;0.00;0.00;0.00;341.46;Т3
2020-02-01;Регион2;100061723089;1;0.00;0.00;0.40;0.64;0.64;763.08;Т3
2020-02-01;Регион2;100063886301;4;0.00;0.00;472.60;590.94;590.94;947.50;Т3
2020-02-01;Регион2;100031874274;26;12.27;46.81;9580.60;16327.85;16587.47;2288.33;Т5
2020-02-01;Регион2;100064125156;2;0.00;0.00;0.00;0.00;0.00;75.79;Т3
2020-02-01;Регион2;100063886284;1;0.00;0.00;0.00;0.00;0.00;416.79;Т3
2020-02-01;Регион2;100067343576;28;1.17;7.13;11030.50;18799.13;18806.25;283.33;Т5
2020-02-01;Регион2;100032733498;5;18.08;290.84;;0.00;345.88;1329.33;Т2
2020-02-01;Регион2;100063844414;1;0.00;0.00;;0.00;3.67;510.00;Т4
2020-02-01;Регион2;100063844371;1;0.00;0.00;0.00;0.00;0.00;0.00;Т4
2020-02-01;Регион2;100068290839;2;0.00;0.00;0.00;0.00;3.67;646.12;Т3
2020-02-01;Регион2;100063873710;1;0.67;40.76;;0.00;40.76;649.50;Т4
2020-02-01;Регион2;100065732619;1;0.00;0.00;33.70;56.06;56.06;333.33;Т3
2020-02-01;Регион2;100065395931;1;0.00;0.00;0.00;0.00;0.00;333.33;Т3
2020-02-01;Регион2;100067641216;1;0.00;0.00;0.00;0.00;0.00;250.00;Т2
2020-02-01;Регион2;100030133245;1;1.27;7.74;;0.00;7.74;515.83;Т2
2020-02-01;Регион2;100066705568;1;0.00;0.00;0.00;0.00;0.00;288.50;Т2
2020-02-01;Регион2;100068604544;3;0.00;0.00;1.70;2.93;2.93;852.23;Т4
2020-02-01;Регион2;100052918984;13;0.00;0.00;2831.50;3878.57;3878.57;916.67;Т5
2020-02-01;Регион2;100068307939;26;1.00;0.00;7094.20;10263.49;10271.53;1333.33;Т5
2020-02-01;Регион2;100057913764;1;1.17;7.13;;0.00;7.13;387.50;Т3
2020-02-01;Регион2;100063801691;2;0.00;0.00;0.00;0.00;0.00;1063.33;Т3
2020-02-01;Регион2;100032023700;8;0.00;0.00;334.50;569.89;569.89;465.83;Т5
2020-02-01;Регион2;100063886464;12;0.00;0.00;5959.80;10036.23;10036.23;916.67;Т5
2020-02-01;Регион2;100032387696;1;0.00;0.00;0.00;0.00;0.00;413.75;Т3
2020-02-01;Регион2;100067343573;2;0.00;0.00;0.70;1.21;1.21;846.07;Т4
2020-02-01;Регион2;100067023827;1;1.88;13.59;;0.00;13.59;1268.87;Т5
2020-02-01;Регион2;100064400339;2;0.00;0.00;418.40;713.17;713.17;299.96;T1
2020-02-01;Регион2;100063873637;14;0.00;0.00;1137.70;1701.40;1701.40;916.67;Т5
2020-02-01;Регион2;100063797552;3;0.00;0.00;0.00;0.05;0.05;1152.50;Т4
2020-02-01;Регион2;100063844579;3;0.00;0.00;0.00;0.00;0.00;416.67;Т3
2020-02-01;Регион2;100065396425;3;0.00;0.00;0.00;0.00;0.00;345.83;Т3
2020-02-01;Регион2;100063873698;1;0.00;0.00;0.00;0.02;0.02;416.67;Т3
2020-02-01;Регион2;100067337100;29;1.20;7.33;7277.70;12403.88;12411.21;945.83;Т5
2020-02-01;Регион2;100067884052;1;0.00;0.00;0.20;0.28;0.28;0.00;Т2
2020-02-01;Регион2;100068630012;17;0.72;0.00;2823.00;4811.35;4822.36;394.66;Т5
2020-02-01;Регион2;100054526480;1;0.83;10.18;544.60;896.01;906.18;1971.40;Т3
2020-02-01;Регион2;100068563476;1;0.00;0.00;0.30;0.54;0.54;336.79;Т3
2020-02-01;Регион2;100065396423;1;0.00;0.00;0.00;0.00;0.00;428.04;Т3
2020-02-01;Регион2;100063886563;1;0.00;0.00;;0.00;3.67;434.79;Т3
2020-02-01;Регион2;100065395554;1;0.00;0.00;0.20;0.41;0.41;333.33;Т3
2020-02-01;Регион2;100050147550;1;0.00;0.00;0.20;0.09;0.09;573.85;other
2020-02-01;Регион2;100050020890;1;0.00;0.00;;0.00;33.02;85.00;Т3
2020-02-01;Регион2;100063873772;29;1.20;7.33;14951.40;25482.36;25489.69;1095.83;Т5
2020-02-01;Регион2;100040370869;1;0.00;0.00;0.00;0.00;0.00;333.33;Т3
2020-02-01;Регион2;100067337184;29;0.00;0.00;10342.10;17618.55;17636.90;1924.67;Т5
2020-02-01;Регион2;100067336963;29;0.00;0.00;8801.10;15000.11;15000.11;922.65;Т5
2020-02-01;Регион2;100057228972;1;0.00;0.00;0.00;0.03;0.03;760.65;Т2
2020-02-01;Регион2;100063855097;1;0.00;0.00;5.70;9.75;9.75;12.23;T1
2020-02-01;Регион2;100055077575;1;1.42;1.02;320.00;524.32;529.01;2224.42;T1
2020-02-01;Регион2;100063873730;13;0.00;0.00;2481.90;4230.26;4230.26;1869.10;Т5
2020-02-01;Регион2;100068604527;1;0.25;3.05;;0.00;3.05;874.17;Т3
2020-02-01;Регион2;100068817276;16;0.05;0.00;2680.90;4252.90;4258.26;1128.07;Т5
2020-02-01;Регион2;100067753378;29;1.53;27.17;9646.80;12067.18;12094.35;1516.79;T1
2020-02-01;Регион2;100053571081;1;0.00;0.00;273.70;466.45;466.45;446.87;Т2
2020-02-01;Регион2;100063855202;1;0.00;0.00;0.20;0.28;0.28;268.37;Т2
2020-02-01;Регион2;100063873646;2;0.00;0.00;0.20;0.29;0.29;466.46;Т2
2020-02-01;Регион2;100066178234;1;0.00;0.00;0.00;0.00;0.00;333.33;Т3
2020-02-01;Регион2;100063886679;1;0.00;0.00;0.00;0.00;0.00;0.00;Т3
2020-02-01;Регион2;100063844502;1;0.00;0.00;0.30;0.44;0.44;333.33;Т3
2020-02-01;Регион2;100068665818;1;0.00;0.00;127.50;217.24;217.24;1125.00;Т5
2020-02-01;Регион2;100063873688;1;0.00;0.00;0.00;0.00;0.00;838.75;Т3
2020-02-01;Регион2;100064125807;1;0.00;0.00;2.80;4.78;4.78;943.41;Т3
2020-02-01;Регион2;100066779059;17;0.00;0.00;940.50;1468.26;1468.26;916.67;Т5
2020-02-01;Регион2;100065559741;1;0.00;0.00;0.00;0.01;0.01;580.00;Т3
2020-02-01;Регион2;100063392569;18;0.00;0.00;1570.30;1968.07;1986.83;1705.43;Т5
2020-02-01;Регион2;100068868620;6;0.00;0.00;1089.50;1746.48;1746.48;916.67;Т5
2020-02-01;Регион2;100063844565;1;0.43;2.64;;0.00;2.64;377.83;Т3
2020-02-01;Регион2;100067343565;29;0.00;0.00;11250.30;19173.87;19173.87;916.67;Т5
2020-02-01;Регион2;100066134147;4;0.00;0.00;3134.70;5269.83;5269.83;560.83;Т5
2020-02-01;Регион2;100040294734;2;0.00;0.00;1.40;1.77;1.77;454.27;Т2
2020-02-01;Регион2;100067976254;1;0.00;0.00;0.00;0.00;0.00;1084.16;Т5
2020-02-01;Регион2;100054051815;2;2.43;21.12;;0.00;21.12;278.50;other
2020-02-01;Регион2;100067337160;2;0.00;0.00;261.50;445.60;445.60;827.57;Т4
2020-02-01;Регион2;100063844469;2;0.00;0.00;0.00;0.00;0.00;333.33;Т3
2020-02-01;Регион2;100063873383;16;0.13;0.00;11026.50;18610.50;18610.50;1709.63;Т5
2020-02-01;Регион2;100063873559;29;0.00;0.00;8357.40;12698.47;12698.47;916.67;Т5
2020-02-01;Регион2;100064095066;1;0.00;0.00;0.10;0.18;0.18;6746.67;Т3
2020-02-01;Регион2;100067343528;3;0.00;0.00;0.00;0.01;0.01;752.03;Т4
2020-02-01;Регион2;100067639813;1;0.00;0.00;0.00;0.00;0.00;411.67;Т3
2020-02-01;Регион2;100063873599;1;1.50;18.33;;0.00;18.33;1206.71;T1
2020-02-01;Регион2;100065396190;1;0.00;0.00;0.00;0.00;0.00;358.33;Т3
2020-02-01;Регион2;100048945347;1;0.00;0.00;0.00;0.00;0.00;450.00;other
2020-02-01;Регион2;100063873425;1;0.00;0.00;0.20;0.30;0.30;688.58;Т4
2020-02-01;Регион2;100048726111;6;3.83;44.47;0.00;0.06;44.54;380.68;Т2
2020-02-01;Регион2;100064094994;1;0.00;0.00;0.00;0.00;0.00;670.79;Т3
2020-02-01;Регион2;100045243956;2;1.23;13.59;0.00;0.01;13.60;612.50;Т3
2020-02-01;Регион2;100063886789;1;0.00;0.00;0.50;0.85;0.85;618.44;Т4
2020-02-01;Регион2;100065395463;1;0.00;0.00;0.00;0.00;0.00;255.00;Т2
2020-02-01;Регион2;100067639754;2;0.00;0.00;0.00;0.00;0.00;345.42;Т3
2020-02-01;Регион2;100065395936;2;0.27;13.59;0.00;0.00;13.59;379.87;Т3
2020-02-01;Регион2;100063886527;2;0.00;0.00;0.30;0.50;18.84;1088.26;Т4
2020-02-01;Регион2;100067343517;29;0.90;5.50;7842.00;13365.11;13370.61;945.83;Т5
2020-02-01;Регион2;100063888400;1;0.27;2.03;;0.00;2.03;403.29;Т3
2020-02-01;Регион2;100067884516;16;0.00;0.00;2439.80;4158.32;4158.32;53.10;Т5
2020-02-01;Регион2;100062452916;5;1.10;13.59;1.10;1.84;23.47;687.37;Т2
2020-02-01;Регион2;100068290725;1;0.00;0.00;0.00;0.00;0.00;390.75;Т3
2020-02-01;Регион2;100065926272;1;0.87;5.29;;0.00;5.29;392.21;Т2
2020-02-01;Регион2;100063844354;1;0.33;0.81;;0.00;3.49;1979.46;Т4
2020-02-01;Регион2;100039770603;20;0.00;0.00;2575.20;4184.12;4184.12;936.67;Т5
2020-02-01;Регион2;100065559260;1;2.22;25.65;;0.00;25.65;929.58;Т4
2020-02-01;Регион2;100067337023;29;1.10;0.00;11815.40;20137.00;20140.67;985.00;Т5
2020-02-01;Регион2;100063888493;2;0.65;1.63;;0.00;1.63;1881.66;Т3
2020-02-01;Регион2;100048651956;1;0.00;0.00;0.10;0.25;0.25;200.00;other
2020-02-01;Регион2;100068290758;3;0.00;0.00;0.00;0.08;0.08;609.96;Т3
2020-02-01;Регион2;100065614672;1;0.00;0.00;0.00;0.00;0.00;1258.12;Т5
2020-02-01;Регион2;100063886592;1;0.00;0.00;0.00;0.00;0.00;333.33;Т3
2020-02-01;Регион2;100065457361;28;0.00;0.00;9210.90;11522.29;11522.29;954.17;Т5
2020-02-01;Регион2;100065732716;1;0.00;0.00;0.00;0.00;0.00;0.00;Т3
2020-02-01;Регион2;100067639606;25;8.38;75.27;3949.10;5982.13;6092.11;1093.56;Т5
2020-02-01;Регион2;100061033930;3;0.00;0.00;4.50;7.72;7.72;1047.19;other
2020-02-01;Регион2;100068290727;14;0.00;0.00;1989.70;2962.41;2962.41;687.87;Т5
2020-02-01;Регион2;100033030452;3;1.03;0.00;;0.00;29.35;548.46;other
2020-02-01;Регион2;100066050216;2;0.00;0.00;5.10;8.78;8.78;98.43;Т3
2020-02-01;Регион2;100028959700;1;0.17;13.59;;0.00;16.27;87.50;Т2
2020-02-01;Регион2;100063886144;8;0.00;0.00;329.60;561.76;561.76;1083.35;Т5
2020-02-01;Регион2;100067336993;2;0.00;0.00;0.00;0.00;0.00;442.00;Т2
2020-02-01;Регион2;100067337201;29;0.00;0.00;19403.70;33070.41;33070.41;1036.66;Т5
2020-02-01;Регион2;100063844453;1;0.00;0.00;0.10;0.13;0.13;362.79;Т3
2020-02-01;Регион2;100065614688;9;0.00;0.00;3923.40;6686.85;6686.85;1730.23;Т3
2020-02-01;Регион2;100065456913;29;0.00;0.00;8004.80;10345.99;10345.99;916.67;Т5
2020-02-01;Регион2;100060547779;2;60.73;514.89;0.00;0.03;536.94;3639.83;T1
2020-02-01;Регион2;100065614545;2;0.00;0.00;1.20;2.07;2.07;584.63;Т3
2020-02-01;Регион2;100063873628;1;0.00;0.00;0.00;0.00;0.00;658.75;Т3
2020-02-01;Регион2;100063886097;1;0.00;0.00;0.00;0.00;0.00;525.00;Т4
2020-02-01;Регион2;100063873540;19;0.47;2.85;2179.80;3714.59;3743.12;1094.58;Т5
2020-02-01;Регион2;100065580487;2;0.00;0.00;0.10;0.13;0.13;402.50;other
2020-02-01;Регион2;100057663021;6;0.00;0.00;1450.10;2277.66;2277.66;1877.70;Т2
2020-02-01;Регион2;100066179733;1;0.00;0.00;0.00;0.00;0.00;504.58;Т4
2020-02-01;Регион2;100063873348;12;0.00;0.00;1172.80;1998.83;1998.83;0.00;Т5
2020-02-01;Регион2;100063257897;1;1.53;0.00;0.00;0.00;92.12;738.00;Т2
2020-02-01;Регион2;100063844505;4;7.57;14.40;24.20;41.15;55.54;837.48;Т3
2020-02-01;Регион2;100065395634;1;0.00;0.00;0.00;0.00;0.00;416.67;Т3
2020-02-01;Регион2;100067023795;7;0.00;0.00;0.00;0.00;0.00;345.42;Т3
2020-02-01;Регион2;100063873809;8;0.00;0.00;133.40;177.68;184.03;404.58;Т5
2020-02-01;Регион2;100067337154;29;1.80;10.99;8640.90;14726.99;14737.98;975.00;Т5
2020-02-01;Регион2;100067639812;2;0.00;0.00;0.00;0.00;0.00;596.46;Т3
2020-02-01;Регион2;100068365623;29;1.20;7.33;10975.70;17900.52;17929.86;945.83;Т5
2020-02-01;Регион2;100068290753;2;0.00;0.00;2.00;3.36;3.36;178.29;Т3
