report_date;branch;subs_id;cnt_days;m;m_chrg;mb;mb_chrg;all_chrg;rev;tp_group
2019-06-01;Регион1;100037900781;4;3.67;12.59;352.50;562.59;582.04;1524.87;Т2
2019-06-01;Регион1;100048774130;6;0.00;0.00;0.00;0.01;0.01;291.67;Т3
2019-06-01;Регион1;100034567775;1;0.00;0.00;0.00;0.00;0.00;338.33;Т2
2019-06-01;Регион1;100037923118;1;0.40;0.00;;0.00;0.00;362.50;Т4
2019-06-01;Регион1;100034523456;1;0.00;0.00;0.00;0.00;0.00;250.00;T1
2019-06-01;Регион1;100054870913;2;5.23;0.00;3.20;4.40;4.40;2192.25;Т2
2019-06-01;Регион1;100063739375;2;0.00;0.00;0.00;0.00;0.00;291.67;Т3
2019-06-01;Регион1;100055783008;1;0.00;0.00;0.00;0.00;0.00;291.67;Т3
2019-06-01;Регион1;100065107214;2;0.00;0.00;0.00;0.03;0.03;0.00;Т3
2019-06-01;Регион1;100034648076;1;0.00;0.00;338.90;540.86;544.29;2737.50;Т2
2019-06-01;Регион1;100034489431;3;0.00;0.00;306.60;419.16;419.16;970.33;Т4
2019-06-01;Регион1;100053036174;1;0.00;0.00;0.00;0.00;0.00;0.00;Т3
2019-06-01;Регион1;100061509430;2;9.02;0.00;21.30;33.42;33.42;1292.18;Т3
2019-06-01;Регион1;100054332991;5;10.02;98.43;0.00;0.00;98.43;1165.17;T1
2019-06-01;Регион1;100059333584;1;0.00;0.00;0.30;0.42;0.42;464.00;Т2
2019-06-01;Регион1;100061099058;3;0.00;0.00;0.90;1.21;1.21;148.54;Т2
2019-06-01;Регион1;100034541720;2;0.00;0.00;;0.00;5.95;761.83;other
2019-06-01;Регион1;100045651833;4;0.00;0.00;0.20;0.32;0.32;259.50;other
2019-06-01;Регион1;100062439990;4;0.00;0.00;1.80;2.99;2.99;743.67;Т3
2019-06-01;Регион1;100034567537;1;0.47;12.76;;0.00;12.76;269.17;other
2019-06-01;Регион1;100053954208;1;0.00;0.00;0.00;0.00;0.00;0.00;T1
2019-06-01;Регион1;100034629288;1;0.00;0.00;0.60;0.97;0.97;208.33;Т2
2019-06-01;Регион1;100034688241;1;0.82;0.00;;0.00;0.00;32.42;Т3
2019-06-01;Регион1;100060499517;11;0.00;0.00;955.60;1411.93;1411.93;943.33;Т5
2019-06-01;Регион1;100063794668;1;0.00;0.00;;0.00;2.52;1179.54;Т2
2019-06-01;Регион1;100040375751;1;0.00;0.00;;0.00;2.52;220.08;other
2019-06-01;Регион1;100065760491;7;34.75;4.38;;0.00;4.38;0.00;other
2019-06-01;Регион1;100065107283;1;0.00;0.00;0.00;0.00;0.00;375.00;Т3
2019-06-01;Регион1;100049729358;2;1.33;6.68;108.60;170.06;199.83;862.04;Т2
2019-06-01;Регион1;100055750343;9;0.00;0.00;510.60;815.22;842.66;372.50;Т3
2019-06-01;Регион1;100065396686;3;0.00;0.00;0.90;1.49;1.49;291.67;Т3
2019-06-01;Регион1;100053750865;1;0.00;0.00;0.00;0.00;0.00;375.42;Т2
2019-06-01;Регион1;100065396984;4;0.00;0.00;382.60;609.13;609.13;1.25;Т3
2019-06-01;Регион1;100044491374;1;0.00;0.00;0.20;0.25;0.25;416.67;Т4
2019-06-01;Регион1;100060039175;5;0.00;0.00;0.00;0.00;0.00;371.29;Т3
2019-06-01;Регион1;100049574887;19;0.00;0.00;6762.20;10798.71;10839.86;1353.33;Т5
2019-06-01;Регион1;100053831140;1;0.00;0.00;0.10;0.10;0.10;440.67;Т4
2019-06-01;Регион1;100057231121;1;0.00;0.00;0.00;0.00;13.72;464.00;T1
2019-06-01;Регион1;100037867913;13;140.65;114.00;;0.00;114.00;1520.75;T1
2019-06-01;Регион1;100061573840;1;5.73;0.00;;0.00;5.95;182.92;T1
2019-06-01;Регион1;100054099176;2;0.72;0.00;0.20;0.36;0.36;127.67;Т4
2019-06-01;Регион1;100055177426;1;0.00;0.00;0.10;0.16;0.16;0.00;T1
2019-06-01;Регион1;100061099143;1;0.00;0.00;0.30;0.54;0.54;499.58;other
2019-06-01;Регион1;100034618144;1;0.47;0.00;;0.00;0.00;1123.04;other
2019-06-01;Регион1;100034583912;3;0.25;0.00;366.70;564.71;564.71;1242.46;Т2
2019-06-01;Регион1;100053669360;1;0.68;0.00;;0.00;0.00;534.17;Т3
2019-06-01;Регион1;100065105960;1;0.00;0.00;0.60;0.82;0.82;0.83;Т2
2019-06-01;Регион1;100044023744;1;0.00;0.00;0.10;0.09;0.09;262.38;Т2
2019-06-01;Регион1;100034618747;3;0.00;0.00;717.30;840.75;840.75;973.33;other
2019-06-01;Регион1;100049283726;1;1.03;11.83;;0.00;11.83;388.71;Т3
2019-06-01;Регион1;100034465517;2;1.23;25.53;;0.00;30.56;323.33;other
2019-06-01;Регион1;100037903064;2;0.00;0.00;;0.00;13.72;278.92;Т2
2019-06-01;Регион1;100037907749;3;0.00;0.00;48.20;76.96;97.53;793.33;Т4
2019-06-01;Регион1;100034582853;2;1.83;0.00;0.00;0.00;0.00;829.17;other
2019-06-01;Регион1;100063426247;1;0.00;0.00;0.60;0.96;0.96;5.83;Т2
2019-06-01;Регион1;100034773385;1;0.00;0.00;394.00;629.12;629.12;1458.33;T1
2019-06-01;Регион1;100064944110;1;0.00;0.00;0.00;0.00;0.00;66.67;Т2
2019-06-01;Регион1;100057712073;2;6.80;101.85;;0.00;101.85;458.33;T1
2019-06-01;Регион1;100034763896;1;1.80;12.76;;0.00;12.76;398.33;Т4
2019-06-01;Регион1;100044956811;1;0.00;0.00;0.60;0.89;0.89;386.67;T1
2019-06-01;Регион1;100034582520;11;81.73;83.36;0.00;0.00;86.79;2513.12;other
2019-06-01;Регион1;100034623504;1;0.17;0.96;;0.00;0.96;349.00;T1
2019-06-01;Регион1;100061641109;1;0.00;0.00;0.00;0.00;0.00;560.92;Т3
2019-06-01;Регион1;100044065524;1;0.00;0.00;2.20;2.60;2.60;1354.96;Т4
2019-06-01;Регион1;100034503848;2;0.00;0.00;0.00;0.00;0.00;29.17;Т2
2019-06-01;Регион1;100063824835;2;0.00;0.00;28.70;42.44;42.44;396.67;Т3
2019-06-01;Регион1;100059292076;1;0.00;0.00;1.80;2.85;2.85;50.00;Т2
2019-06-01;Регион1;100053667307;4;1.75;17.56;;0.00;17.56;991.88;other
2019-06-01;Регион1;100034750139;11;0.90;0.00;1648.40;2439.46;2439.46;975.00;Т5
2019-06-01;Регион1;100054332108;1;0.00;0.00;0.10;0.19;0.19;15.83;other
2019-06-01;Регион1;100054839482;4;0.00;0.00;11.30;18.08;58.32;366.32;T1
2019-06-01;Регион1;100034740615;4;2.20;0.00;34.10;40.03;42.55;4352.91;Т2
2019-06-01;Регион1;100034547744;1;0.00;0.00;0.00;0.00;0.00;566.67;Т3
2019-06-01;Регион1;100065707134;1;0.00;0.00;0.20;0.26;0.26;313.88;Т2
2019-06-01;Регион1;100040429147;1;0.00;0.00;0.00;0.00;0.00;416.67;other
2019-06-01;Регион1;100064407658;1;0.00;0.00;0.40;0.26;0.26;416.67;Т4
2019-06-01;Регион1;100037914922;3;0.00;0.00;511.50;711.33;711.33;1145.83;other
2019-06-01;Регион1;100064622757;2;0.00;0.00;0.00;0.00;0.00;174.96;T1
2019-06-01;Регион1;100065107162;1;0.00;0.00;0.00;0.00;0.00;0.00;Т3
2019-06-01;Регион1;100037885603;1;0.00;0.00;0.30;0.43;0.43;555.83;Т2
2019-06-01;Регион1;100062633332;2;0.00;0.00;0.00;0.01;0.01;125.00;T1
2019-06-01;Регион1;100034633625;4;2.98;4.96;41.50;66.27;71.22;2795.05;Т2
2019-06-01;Регион1;100063733459;1;0.00;0.00;0.30;0.56;0.56;0.00;Т4
2019-06-01;Регион1;100062567460;1;0.00;0.00;1.70;2.80;2.80;881.25;other
2019-06-01;Регион1;100055750323;1;0.00;0.00;0.00;0.00;0.00;329.67;Т2
2019-06-01;Регион1;100062572914;3;0.00;0.00;0.30;0.43;0.43;0.00;Т2
2019-06-01;Регион1;100060111587;3;3.62;0.00;;0.00;0.00;164.43;Т2
2019-06-01;Регион1;100055982794;1;0.00;0.00;;0.00;7.55;321.67;Т3
2019-06-01;Регион1;100055973879;6;0.00;0.00;0.00;0.00;0.00;4.58;Т3
2019-06-01;Регион1;100034685984;6;0.00;0.00;4.70;4.95;4.95;360.96;Т2
2019-06-01;Регион1;100044750388;3;3.45;18.88;;0.00;18.88;0.00;other
2019-06-01;Регион1;100061099212;1;0.00;0.00;0.10;0.22;0.22;37.50;other
2019-06-01;Регион1;100061646996;1;0.00;0.00;16.70;19.87;19.87;769.37;Т3
2019-06-01;Регион1;100037896562;8;0.00;0.00;4.80;4.45;4.45;296.44;Т3
2019-06-01;Регион1;100034763964;1;0.00;0.00;0.30;0.42;0.42;525.42;other
2019-06-01;Регион1;100034644496;9;19.72;38.20;;0.00;40.72;876.67;other
2019-06-01;Регион1;100050559502;2;5.50;127.55;1.40;1.65;146.83;796.54;Т2
2019-06-01;Регион1;100034703075;3;0.00;0.00;0.00;0.08;0.08;394.17;Т3
2019-06-01;Регион1;100034466049;5;0.15;0.38;0.00;0.00;0.38;283.33;Т2
2019-06-01;Регион1;100049953737;1;0.00;0.00;0.00;0.00;0.00;1185.46;Т3
2019-06-01;Регион1;100037892540;2;0.00;0.00;;0.00;5.04;75.00;other
2019-06-01;Регион1;100063727277;1;0.00;0.00;0.00;0.00;0.00;350.37;Т2
2019-06-01;Регион1;100062568019;2;1.47;12.76;0.00;0.00;12.76;329.46;T1
2019-06-01;Регион1;100046167385;1;1.67;0.00;;0.00;0.00;391.67;Т3
2019-06-01;Регион1;100057752767;3;0.00;0.00;0.00;0.00;0.00;226.38;T1
2019-06-01;Регион1;100065106934;9;0.00;0.00;285.50;427.91;427.91;1.25;Т3
2019-06-01;Регион1;100065849650;2;0.00;0.00;133.50;164.36;164.36;291.67;Т3
2019-06-01;Регион1;100061098818;2;0.00;0.00;0.00;0.00;0.00;0.00;other
2019-06-01;Регион1;100034471466;2;0.00;0.00;0.00;0.00;0.00;225.00;other
2019-06-01;Регион1;100063417040;1;0.08;0.00;;0.00;0.00;320.83;Т3
2019-06-01;Регион1;100034672749;2;0.00;0.00;0.00;0.00;3.43;296.50;T1
2019-06-01;Регион1;100054224737;1;0.00;0.00;0.50;0.75;0.75;388.75;Т3
2019-06-01;Регион1;100062060635;4;0.00;0.00;;0.00;43.67;456.13;T1
2019-06-01;Регион1;100034716232;11;0.00;0.00;0.00;0.00;0.00;0.00;Т3
2019-06-01;Регион1;100063910337;1;0.00;0.00;0.10;0.12;0.12;595.21;Т3
2019-06-01;Регион1;100034538729;1;0.00;0.00;0.00;0.00;0.00;333.33;Т2
2019-06-01;Регион1;100055750070;1;0.00;0.00;0.00;0.02;0.02;321.57;Т3
2019-06-01;Регион1;100061509811;1;0.00;0.00;0.40;0.52;0.52;127.91;other
2019-06-01;Регион1;100061574242;1;0.00;0.00;227.00;361.14;403.90;539.58;T1
2019-06-01;Регион1;100034731530;2;0.00;0.00;0.00;0.00;0.00;0.00;other
2019-06-01;Регион1;100065849066;2;0.00;0.00;114.80;182.49;182.49;291.67;Т3
2019-06-01;Регион1;100061098519;3;0.00;0.00;0.80;1.24;1.24;208.33;Т2
2019-06-01;Регион1;100061099072;1;0.00;0.00;0.10;0.09;0.09;18.75;other
2019-06-01;Регион1;100056807459;1;0.00;0.00;0.00;0.00;0.00;86.13;other
2019-06-01;Регион1;100034711620;1;0.00;0.00;0.20;0.17;0.17;178.38;Т2
2019-06-01;Регион1;100056755628;1;0.00;0.00;0.00;0.03;6.89;250.79;Т2
2019-06-01;Регион1;100034692571;8;4.27;63.82;1279.10;1944.23;2018.34;3612.50;other
2019-06-01;Регион1;100062907148;1;0.00;0.00;0.00;0.00;0.00;973.21;Т2
2019-06-01;Регион1;100062552662;1;0.00;0.00;;0.00;6.86;228.33;Т2
2019-06-01;Регион1;100062636675;1;0.00;0.00;0.00;0.00;0.00;250.00;Т2
2019-06-01;Регион1;100065106408;1;0.00;0.00;;0.00;2.52;1.25;Т3
2019-06-01;Регион1;100061401098;1;0.00;0.00;0.00;0.00;0.00;0.00;Т2
2019-06-01;Регион1;100037910423;1;0.00;0.00;17.30;27.57;34.43;637.42;T1
2019-06-01;Регион1;100037883139;1;0.00;0.00;0.00;0.00;0.00;334.85;other
2019-06-01;Регион1;100056698120;1;0.00;0.00;0.80;0.87;0.87;533.67;Т3
2019-06-01;Регион1;100060111850;1;0.00;0.00;0.10;0.17;0.17;148.33;Т2
2019-06-01;Регион1;100053994859;1;0.00;0.00;0.00;0.00;0.00;291.67;Т3
2019-06-01;Регион1;100034666472;1;0.00;0.00;;0.00;3.43;1105.83;Т3
2019-06-01;Регион1;100053825748;3;0.55;0.00;;0.00;0.00;250.00;other
2019-06-01;Регион1;100063633316;1;0.00;0.00;;0.00;3.43;203.33;other
2019-06-01;Регион1;100034543680;1;0.97;25.53;;0.00;25.53;134.42;other
2019-06-01;Регион1;100055751141;2;0.00;0.00;0.00;0.00;0.00;105.13;Т3
2019-06-01;Регион1;100034623670;1;2.05;12.76;;0.00;12.76;659.49;Т2
2019-06-01;Регион1;100065632734;1;0.00;0.00;0.20;0.17;0.17;208.33;Т2
2019-06-01;Регион1;100063739006;1;0.00;0.00;0.80;1.34;1.34;294.92;Т3
2019-06-01;Регион1;100059629644;1;0.45;0.00;;0.00;0.00;339.17;Т3
2019-06-01;Регион1;100065107956;2;0.00;0.00;247.90;386.90;386.90;583.33;Т3
2019-06-01;Регион1;100055751126;1;0.13;0.00;;0.00;0.00;612.50;Т3
2019-06-01;Регион1;100063825112;1;0.00;0.00;0.00;0.00;0.00;544.17;Т3
2019-06-01;Регион1;100050532950;1;0.00;0.00;;0.00;5.04;316.54;Т3
2019-06-01;Регион1;100050842405;2;0.00;0.00;222.70;260.92;260.92;625.00;Т2
2019-06-01;Регион1;100060039376;1;8.45;127.38;;0.00;127.38;655.79;Т3
2019-06-01;Регион1;100053825800;7;25.35;72.67;19.90;31.84;107.94;1962.50;other
2019-06-01;Регион1;100034624952;6;5.85;27.84;;0.00;35.39;655.00;Т2
2019-06-01;Регион1;100051970352;3;0.57;6.49;76.00;121.34;127.84;3548.96;T1
2019-06-01;Регион1;100063818671;1;0.00;0.00;0.00;0.02;0.02;908.33;T1
2019-06-01;Регион1;100037884493;4;0.57;12.76;280.90;340.48;353.24;2158.09;Т3
2019-06-01;Регион1;100064848237;1;0.00;0.00;0.00;0.00;0.00;209.58;Т2
2019-06-01;Регион1;100034463505;1;1.77;0.00;;0.00;0.00;444.79;Т2
2019-06-01;Регион1;100034668427;1;0.00;0.00;237.50;365.40;365.40;326.67;Т3
2019-06-01;Регион1;100053038493;5;13.60;229.22;;0.00;229.22;855.71;Т2
2019-06-01;Регион1;100037889668;5;0.00;0.00;0.00;0.00;0.00;356.79;Т2
2019-06-01;Регион1;100055294565;2;0.00;0.00;0.00;0.00;0.00;0.00;Т3
2019-06-01;Регион1;100037920445;1;18.67;0.00;;0.00;20.14;888.33;other
2019-06-01;Регион1;100062631166;10;0.00;0.00;2.10;2.96;2.96;425.00;T1
2019-06-01;Регион1;100037910353;2;4.87;0.00;;0.00;10.29;536.67;T1
2019-06-01;Регион1;100034784488;2;0.00;0.00;0.00;0.00;0.00;0.00;other
2019-06-01;Регион1;100061099930;1;0.00;0.00;1.00;1.30;1.30;12.50;other
2019-06-01;Регион1;100037898023;4;0.87;0.00;286.80;455.37;455.37;916.67;Т3
2019-06-01;Регион1;100034607730;1;0.00;0.00;0.00;0.00;0.00;249.50;Т2
2019-06-01;Регион1;100064528569;1;11.40;1.34;0.50;0.81;5.57;516.19;Т3
2019-06-01;Регион1;100034680038;4;0.00;0.00;0.00;0.00;0.00;0.00;Т2
2019-06-01;Регион1;100061099630;1;0.00;0.00;0.60;0.52;0.52;31.25;other
2019-06-01;Регион1;100037707770;3;3.45;19.08;;0.00;19.08;0.00;other
2019-06-01;Регион1;100059585184;1;0.00;0.00;0.80;0.96;0.96;39.17;other
2019-06-01;Регион1;100065632939;1;0.00;0.00;0.00;0.01;0.01;208.33;Т2
2019-06-01;Регион1;100061099976;3;0.00;0.00;0.00;0.11;0.11;39.53;other
2019-06-01;Регион1;100062637797;2;0.00;0.00;159.50;254.51;254.51;908.61;Т3
2019-06-01;Регион1;100034638385;4;0.00;0.00;0.00;0.00;0.00;91.67;other
2019-06-01;Регион1;100054699277;3;0.28;0.00;22.10;35.25;35.25;1043.25;Т3
2019-06-01;Регион1;100063825876;1;0.00;0.00;0.60;1.00;1.00;441.00;other
2019-06-01;Регион1;100037892342;1;0.00;0.00;30.10;48.08;48.08;4719.26;Т2
2019-06-01;Регион1;100034761389;5;1.93;2.67;;0.00;8.62;590.21;Т3
2019-06-01;Регион1;100034689635;8;0.00;0.00;0.00;0.00;0.00;252.21;Т2
2019-06-01;Регион1;100037918929;1;0.80;9.16;0.70;1.14;10.30;373.42;Т2
2019-06-01;Регион1;100065019309;1;0.27;12.76;;0.00;12.76;338.23;other
2019-06-01;Регион1;100045429494;1;0.00;0.00;;0.00;3.43;90.50;other
2019-06-01;Регион1;100055488704;2;0.00;0.00;1.90;2.93;2.93;1208.33;Т2
2019-06-01;Регион1;100034503201;1;0.57;3.24;;0.00;3.24;58.33;other
2019-06-01;Регион1;100034587748;1;0.62;0.00;;0.00;0.00;457.33;Т2
2019-06-01;Регион1;100064624993;1;0.00;0.00;0.10;0.17;0.17;141.25;other
2019-06-01;Регион1;100034635697;3;0.92;12.76;;0.00;12.76;916.58;Т3
2019-06-01;Регион1;100048382674;1;0.00;0.00;;0.00;20.14;419.62;Т2
2019-06-01;Регион1;100053671014;1;0.00;0.00;3.60;4.17;4.17;317.98;Т3
2019-06-01;Регион1;100037883394;1;0.00;0.00;0.10;0.09;0.09;755.09;Т4
2019-06-01;Регион1;100037890974;22;253.53;1605.71;0.00;0.01;1619.22;5879.17;other
2019-06-01;Регион1;100064357079;2;1.82;0.00;;0.00;0.00;544.75;Т3
2019-06-01;Регион1;100040497131;1;0.00;0.00;0.00;0.00;0.00;487.50;other
2019-06-01;Регион1;100050533255;3;0.60;12.76;217.00;254.43;267.19;333.33;T1
2019-06-01;Регион1;100037920465;3;0.00;0.00;205.40;240.77;240.77;2676.02;Т3
2019-06-01;Регион1;100063890804;7;18.40;241.70;593.80;853.83;1095.54;3009.07;Т3
2019-06-01;Регион1;100065707081;1;0.00;0.00;0.30;0.56;0.56;208.33;Т2
2019-06-01;Регион1;100064625075;1;0.00;0.00;0.00;0.04;0.04;10.42;other
2019-06-01;Регион1;100044039590;6;9.65;25.44;0.00;0.00;80.84;1283.67;T1
2019-06-01;Регион1;100065396579;5;0.00;0.00;3.10;4.00;4.00;1.25;Т3
2019-06-01;Регион1;100064851024;14;0.00;0.00;2760.30;4388.91;4388.91;916.67;Т5
2019-06-01;Регион1;100063824995;2;0.00;0.00;0.70;0.78;0.78;0.00;Т2
2019-06-01;Регион1;100053956329;1;0.00;0.00;213.20;340.38;340.38;612.50;Т4
2019-06-01;Регион1;100053038209;1;18.98;0.00;;0.00;0.00;940.98;Т3
2019-06-01;Регион1;100064623855;3;0.00;0.00;0.80;1.31;1.31;0.00;Т2
2019-06-01;Регион1;100060684515;4;84.28;13.15;;0.00;13.15;654.67;T1
2019-06-01;Регион1;100061102593;5;0.00;0.00;462.10;737.93;737.93;418.57;Т3
2019-06-01;Регион1;100034733629;1;0.00;0.00;0.00;0.00;0.00;507.92;Т2
2019-06-01;Регион1;100063844196;1;0.00;0.00;0.00;0.00;0.00;316.67;Т3
2019-06-01;Регион1;100045812431;1;0.00;0.00;;0.00;5.95;256.38;Т2
2019-06-01;Регион1;100060038093;1;6.07;52.64;;0.00;52.64;512.50;Т2
2019-06-01;Регион1;100052687817;1;0.00;0.00;0.20;0.26;0.26;2170.28;other
2019-06-01;Регион1;100061509829;1;0.00;0.00;0.00;0.00;0.00;18.75;other
2019-06-01;Регион1;100060111806;1;0.82;0.00;;0.00;0.00;32.50;Т2
2019-06-01;Регион1;100034466066;1;0.00;0.00;0.00;0.00;0.00;225.00;Т2
2019-06-01;Регион1;100065179442;1;0.00;0.00;0.00;0.00;0.00;291.67;other
2019-06-01;Регион1;100037885273;1;0.00;0.00;1.60;2.49;2.49;377.70;other
2019-06-01;Регион1;100034560544;2;0.00;0.00;0.00;0.00;0.00;729.50;Т2
2019-06-01;Регион1;100037901067;1;0.00;0.00;0.00;0.00;0.00;29.17;Т2
2019-06-01;Регион1;100065633033;2;0.00;0.00;0.00;0.00;2.52;208.33;Т2
2019-06-01;Регион1;100037904828;1;1.27;0.00;;0.00;0.00;388.96;T1
2019-06-01;Регион1;100053953762;2;69.85;0.38;;0.00;3.81;608.17;other
2019-06-01;Регион1;100034711104;1;0.00;0.00;55.80;87.73;87.73;1251.84;Т4
2019-06-01;Регион1;100047156007;1;0.00;0.00;0.00;0.00;0.00;416.67;Т4
2019-06-01;Регион1;100064843535;1;0.00;0.00;0.00;0.00;0.00;422.42;Т3
2019-06-01;Регион1;100065632938;1;0.00;0.00;1.70;2.40;2.40;208.33;Т2
2019-06-01;Регион1;100034739099;1;0.10;1.15;;0.00;1.15;85.83;other
2019-06-01;Регион1;100064850769;2;0.67;7.63;252.20;378.41;386.04;1599.00;Т5
2019-06-01;Регион1;100048218350;2;6.52;25.53;197.80;231.83;257.36;1220.83;Т4
2019-06-01;Регион1;100053674451;1;0.00;0.00;1.00;1.54;1.54;2952.90;Т5
2019-06-01;Регион1;100053955875;1;0.00;0.00;0.00;0.00;0.00;362.96;Т4
2019-06-01;Регион1;100034513190;5;2.65;0.00;;0.00;17.15;676.37;Т3
2019-06-01;Регион1;100064624918;1;0.00;0.00;0.00;0.00;0.00;93.75;other
2019-06-01;Регион1;100049574456;1;4.97;63.73;;0.00;63.73;732.50;Т3
2019-06-01;Регион1;100049686228;1;0.00;0.00;0.00;0.02;0.02;329.17;Т4
2019-06-01;Регион1;100048957164;2;0.00;0.00;0.00;0.00;10.29;445.29;T1
2019-06-01;Регион1;100057518124;1;2.92;0.00;577.70;886.34;886.34;687.50;Т2
2019-06-01;Регион1;100057730845;2;0.00;0.00;27.00;43.09;43.09;1217.38;T1
2019-06-01;Регион1;100064841755;1;0.00;0.00;0.20;0.35;0.35;208.33;Т2
2019-06-01;Регион1;100055750269;1;0.00;0.00;0.30;0.50;0.50;306.50;T1
2019-06-01;Регион1;100055748473;1;0.00;0.00;0.00;0.01;0.01;609.87;Т3
2019-06-01;Регион1;100037923149;1;0.27;3.06;;0.00;3.06;272.33;T1
2019-06-01;Регион1;100053955227;1;0.00;0.00;0.00;0.00;0.00;325.42;other
2019-06-01;Регион1;100044027585;1;5.17;76.41;0.20;0.26;76.67;653.67;Т4
2019-06-01;Регион1;100034579720;3;0.00;0.00;23.20;27.00;27.00;2185.42;other
2019-06-01;Регион1;100061309231;1;0.00;0.00;248.40;396.05;396.05;498.12;T1
2019-06-01;Регион1;100034727858;1;3.78;50.97;260.00;304.76;355.73;408.22;Т3
2019-06-01;Регион1;100051671083;1;0.23;1.34;;0.00;1.34;740.21;Т2
2019-06-01;Регион1;100037920255;1;0.00;0.00;0.30;0.49;0.49;230.21;T1
2019-06-01;Регион1;100065748377;3;0.00;0.00;280.80;329.85;329.85;291.67;Т3
2019-06-01;Регион1;100049064426;3;8.27;35.86;23.10;28.54;64.40;723.83;T1
2019-06-01;Регион1;100056767784;1;0.00;0.00;0.20;0.17;0.17;448.17;Т4
2019-06-01;Регион1;100063218836;1;0.00;0.00;0.00;0.00;0.00;122.25;other
2019-06-01;Регион1;100034466086;3;0.00;0.00;0.00;0.00;0.00;437.50;T1
2019-06-01;Регион1;100034544842;1;0.00;0.00;0.00;0.00;0.00;292.42;other
2019-06-01;Регион1;100044022468;3;36.90;0.00;;0.00;2.52;485.83;other
2019-06-01;Регион1;100065634372;2;0.00;0.00;3.70;5.90;5.90;291.67;Т3
2019-06-01;Регион1;100049573823;1;0.00;0.00;0.00;0.00;0.00;0.00;Т2
2019-06-01;Регион1;100062570299;1;0.00;0.00;104.10;123.96;126.48;425.00;T1
2019-06-01;Регион1;100064372544;1;0.58;25.53;;0.00;28.05;471.62;Т2
2019-06-01;Регион1;100034495811;8;148.08;12.76;38.30;45.65;58.41;1025.00;Т5
2019-06-01;Регион1;100064850870;4;0.00;0.00;893.90;1365.57;1365.57;628.73;Т5
2019-06-01;Регион1;100065107333;1;0.00;0.00;0.00;0.00;0.00;2.08;Т3
2019-06-01;Регион1;100059087017;2;3.72;38.20;0.80;1.15;87.20;697.12;Т2
2019-06-01;Регион1;100061099929;2;0.00;0.00;0.80;1.22;1.22;22.53;other
2019-06-01;Регион1;100064943032;1;0.00;0.00;0.10;0.23;0.23;83.33;Т2
2019-06-01;Регион1;100063910213;1;0.00;0.00;29.90;47.75;47.75;299.54;Т3
2019-06-01;Регион1;100048955512;2;5.15;56.85;0.60;0.86;71.42;592.50;other
2019-06-01;Регион1;100050167642;2;2.40;16.21;0.00;0.00;16.21;450.00;Т2
2019-06-01;Регион1;100039775829;1;0.00;0.00;0.00;0.00;0.00;317.17;Т4
2019-06-01;Регион1;100047938562;1;0.33;1.91;;0.00;1.91;414.50;T1
2019-06-01;Регион1;100037915480;4;1.90;25.53;;0.00;30.56;136.67;Т2
2019-06-01;Регион1;100046508061;3;14.95;191.02;0.00;0.00;193.54;480.83;Т3
2019-06-01;Регион1;100049064588;4;1.07;12.76;;0.00;20.32;405.00;other
2019-06-01;Регион1;100034701352;1;0.00;0.00;0.00;0.01;0.01;316.83;Т4
2019-06-01;Регион1;100064372610;2;0.00;0.00;0.50;0.81;0.81;0.00;Т2
2019-06-01;Регион1;100063892159;1;12.93;176.08;;0.00;216.10;827.25;Т2
2019-06-01;Регион1;100065844249;1;0.00;0.00;0.10;0.17;0.17;123.83;other
2019-06-01;Регион1;100059629189;1;0.00;0.00;0.10;0.18;0.18;986.08;T1
2019-06-01;Регион1;100064374347;1;0.00;0.00;0.00;0.00;0.00;311.17;Т3
2019-06-01;Регион1;100060111984;1;0.38;12.76;;0.00;23.05;610.67;Т2
2019-06-01;Регион1;100061099438;1;0.00;0.00;1.40;1.74;1.74;141.37;other
2019-06-01;Регион1;100059810546;3;0.00;0.00;0.00;0.00;0.00;52.50;other
2019-06-01;Регион1;100049569828;1;0.00;0.00;7.00;8.25;8.25;521.82;T1
2019-06-01;Регион1;100037906082;1;0.00;0.00;0.70;0.83;0.83;559.90;Т3
2019-06-01;Регион1;100061099031;1;0.00;0.00;0.10;0.09;0.09;31.25;other
2019-06-01;Регион1;100050842128;8;0.53;1.72;1446.50;2043.59;2045.31;5675.99;other
2019-06-01;Регион1;100062906288;1;0.00;0.00;6.20;8.75;8.75;564.98;Т2
2019-06-01;Регион1;100055212655;5;10.40;38.29;;0.00;38.29;756.33;Т2
2019-06-01;Регион1;100057231418;1;0.00;0.00;0.00;0.00;0.00;334.96;Т2
2019-06-01;Регион1;100049574903;1;7.88;12.78;;0.00;12.78;1075.83;Т4
2019-06-01;Регион1;100064201610;1;0.00;0.00;74.40;118.86;118.86;500.00;Т2
2019-06-01;Регион1;100051672736;1;0.00;0.00;1.70;2.76;2.76;234.75;Т2
2019-06-01;Регион1;100044501615;4;0.73;38.29;;0.00;38.29;116.67;Т2
2019-06-01;Регион1;100064850874;13;0.00;0.00;3909.60;6104.23;6104.23;920.83;Т5
2019-06-01;Регион2;100049990964;2;3.07;0.38;;0.00;0.38;778.33;Т3
2019-06-01;Регион2;100065023312;1;0.77;0.00;;0.00;10.29;516.87;Т3
2019-06-01;Регион2;100063844833;1;0.00;0.00;0.10;0.19;0.19;12.50;Т2
2019-06-01;Регион2;100029421240;1;0.00;0.00;;0.00;3.43;2.50;other
